# omegamh2 omegabh2 H0
1.451908000000000087e-01 2.227911000000000127e-02 6.652588000000000079e+01
1.436333999999999944e-01 2.203267999999999893e-02 6.675536999999999921e+01
1.459295999999999927e-01 2.228244000000000058e-02 6.633544999999999447e+01
1.432454999999999978e-01 2.223841999999999833e-02 6.712645999999999447e+01
1.426158999999999899e-01 2.265419999999999934e-02 6.789306999999999448e+01
1.419397000000000020e-01 2.245996000000000103e-02 6.784911999999999921e+01
1.426337000000000022e-01 2.234426999999999941e-02 6.752685999999999922e+01
1.420802999999999927e-01 2.243349000000000038e-02 6.780029000000000394e+01
1.422674999999999912e-01 2.201936000000000171e-02 6.724854000000000553e+01
1.431435000000000068e-01 2.236404000000000170e-02 6.733154000000000394e+01
1.439903999999999906e-01 2.217834999999999945e-02 6.690185999999999922e+01
1.438402000000000014e-01 2.242430999999999938e-02 6.706786999999999921e+01
1.421067000000000025e-01 2.221160999999999969e-02 6.773681999999999448e+01
1.437120000000000064e-01 2.258355000000000085e-02 6.744384999999999764e+01
1.413669999999999927e-01 2.252592000000000136e-02 6.808350000000000080e+01
1.420614000000000043e-01 2.233682000000000029e-02 6.773193000000000552e+01
1.422452999999999912e-01 2.232864000000000029e-02 6.748779000000000394e+01
1.423852999999999924e-01 2.242001999999999884e-02 6.778564000000000078e+01
1.433081999999999967e-01 2.267264999999999905e-02 6.760009999999999764e+01
1.431689999999999907e-01 2.220731000000000094e-02 6.707764000000000237e+01
1.440468000000000026e-01 2.224359999999999879e-02 6.684326000000000079e+01
1.428383000000000014e-01 2.259624999999999828e-02 6.771729000000000553e+01
1.452643000000000129e-01 2.226853999999999986e-02 6.639404000000000394e+01
1.423936000000000091e-01 2.252550000000000038e-02 6.775634999999999764e+01
1.437258999999999898e-01 2.232413000000000106e-02 6.708740000000000236e+01
1.395984000000000114e-01 2.262708000000000080e-02 6.899169999999999447e+01
1.419922999999999880e-01 2.254567000000000029e-02 6.794678000000000395e+01
1.436223000000000083e-01 2.232951999999999854e-02 6.709229000000000553e+01
1.443589999999999873e-01 2.233571000000000167e-02 6.681395999999999447e+01
1.421030000000000071e-01 2.252163999999999902e-02 6.792235999999999763e+01
1.430854000000000015e-01 2.231413999999999967e-02 6.731689000000000078e+01
1.435165999999999942e-01 2.233295999999999892e-02 6.730713000000000079e+01
1.427943000000000129e-01 2.230619000000000005e-02 6.748291000000000395e+01
1.426993000000000011e-01 2.260701000000000030e-02 6.783935999999999922e+01
1.452846000000000137e-01 2.249705999999999928e-02 6.659911999999999921e+01
1.415295000000000025e-01 2.229903000000000093e-02 6.780029000000000394e+01
1.413347000000000075e-01 2.255833000000000144e-02 6.831298999999999921e+01
1.429842000000000057e-01 2.248713999999999921e-02 6.759032999999999447e+01
1.453769000000000033e-01 2.210432999999999842e-02 6.623291000000000395e+01
1.409277999999999920e-01 2.240129000000000078e-02 6.805419999999999447e+01
1.422860999999999987e-01 2.266202999999999967e-02 6.810791000000000395e+01
1.448181000000000052e-01 2.208513999999999963e-02 6.631592000000000553e+01
1.438971000000000000e-01 2.245662000000000005e-02 6.709717000000000553e+01
1.420741000000000087e-01 2.219913000000000095e-02 6.748291000000000395e+01
1.443993000000000082e-01 2.246356999999999868e-02 6.707764000000000237e+01
1.439836999999999922e-01 2.238857000000000000e-02 6.704345999999999606e+01
1.436814999999999898e-01 2.232997999999999927e-02 6.703857000000000710e+01
1.447195000000000009e-01 2.217919999999999961e-02 6.646240000000000236e+01
1.433580999999999883e-01 2.254439000000000096e-02 6.747314000000000078e+01
1.424944999999999962e-01 2.226128999999999955e-02 6.754149999999999920e+01
1.455693000000000126e-01 2.238659999999999956e-02 6.638916000000000395e+01
1.440424999999999900e-01 2.225716000000000153e-02 6.677490000000000236e+01
1.419496000000000091e-01 2.244211000000000122e-02 6.782470999999999606e+01
1.438527000000000000e-01 2.242958999999999925e-02 6.702392999999999290e+01
1.414335999999999927e-01 2.242741999999999999e-02 6.804443000000000552e+01
1.439220999999999973e-01 2.233925999999999967e-02 6.699951000000000079e+01
1.421011000000000080e-01 2.226927000000000073e-02 6.762939000000000078e+01
1.435545000000000015e-01 2.240113999999999994e-02 6.730225000000000080e+01
1.430732999999999866e-01 2.234148999999999857e-02 6.727782999999999447e+01
1.441233000000000097e-01 2.222924999999999901e-02 6.687255999999999290e+01
1.405480000000000063e-01 2.243248000000000117e-02 6.833252000000000237e+01
1.457633999999999874e-01 2.216838999999999962e-02 6.605225000000000080e+01
1.421981999999999968e-01 2.219070999999999891e-02 6.773193000000000552e+01
1.440018999999999882e-01 2.234391999999999975e-02 6.694092000000000553e+01
1.463329999999999909e-01 2.225811000000000109e-02 6.593994000000000710e+01
1.434053999999999884e-01 2.247212000000000168e-02 6.742919999999999447e+01
1.420191000000000092e-01 2.243349000000000038e-02 6.778076000000000079e+01
1.430410000000000015e-01 2.231087000000000001e-02 6.739014000000000237e+01
1.421431999999999973e-01 2.257313000000000028e-02 6.802002000000000237e+01
1.436243000000000103e-01 2.227882999999999947e-02 6.700439000000000078e+01
1.425389999999999990e-01 2.220913999999999874e-02 6.722899999999999920e+01
1.432337999999999945e-01 2.244588999999999959e-02 6.746338000000000079e+01
1.427685999999999955e-01 2.247649999999999995e-02 6.759032999999999447e+01
1.411749999999999949e-01 2.224753000000000147e-02 6.786865000000000236e+01
1.410079999999999945e-01 2.245126999999999887e-02 6.829833999999999605e+01
1.411023000000000138e-01 2.256910000000000166e-02 6.831786999999999921e+01
1.445972000000000091e-01 2.212692999999999952e-02 6.645264000000000237e+01
1.420086000000000126e-01 2.243376999999999871e-02 6.778564000000000078e+01
1.428299000000000096e-01 2.255682000000000173e-02 6.775145999999999447e+01
1.425331999999999988e-01 2.221207000000000042e-02 6.737060999999999922e+01
1.440221999999999891e-01 2.241038999999999878e-02 6.701904000000000394e+01
1.439798999999999940e-01 2.229673000000000072e-02 6.697997999999999763e+01
1.436498999999999970e-01 2.246893000000000154e-02 6.730713000000000079e+01
1.442742999999999942e-01 2.214740999999999932e-02 6.656494000000000710e+01
1.428260000000000085e-01 2.216976999999999837e-02 6.730225000000000080e+01
1.451328000000000062e-01 2.223589000000000121e-02 6.640869000000000710e+01
1.419324999999999892e-01 2.243923000000000098e-02 6.780029000000000394e+01
1.435057999999999889e-01 2.235010999999999942e-02 6.717041000000000395e+01
1.427333000000000074e-01 2.248477000000000114e-02 6.739502000000000237e+01
1.420076000000000116e-01 2.225904000000000077e-02 6.763916000000000395e+01
1.414646999999999988e-01 2.243989000000000053e-02 6.808350000000000080e+01
1.428943000000000019e-01 2.230023000000000075e-02 6.724854000000000553e+01
1.431111999999999940e-01 2.211536000000000057e-02 6.697020999999999447e+01
1.440781999999999896e-01 2.225600000000000148e-02 6.693115000000000236e+01
1.427770999999999901e-01 2.247706999999999830e-02 6.768310999999999922e+01
1.446799000000000002e-01 2.227838000000000040e-02 6.664306999999999448e+01
1.456607000000000041e-01 2.237269000000000063e-02 6.646729000000000553e+01
1.438399999999999956e-01 2.233966000000000077e-02 6.713622999999999763e+01
1.426968000000000125e-01 2.229234999999999897e-02 6.708740000000000236e+01
1.425540999999999892e-01 2.255448999999999996e-02 6.770264000000000237e+01
1.420838000000000101e-01 2.229677999999999868e-02 6.756104000000000553e+01
1.428242000000000123e-01 2.215699999999999961e-02 6.719970999999999606e+01
1.422623000000000082e-01 2.247257000000000074e-02 6.764892999999999290e+01
1.439720999999999917e-01 2.209345999999999879e-02 6.646240000000000236e+01
1.433991000000000016e-01 2.214964999999999989e-02 6.677490000000000236e+01
1.419084999999999930e-01 2.228335000000000038e-02 6.759032999999999447e+01
1.441486999999999907e-01 2.244979000000000072e-02 6.700439000000000078e+01
1.434480999999999951e-01 2.231034000000000142e-02 6.712157999999999447e+01
1.451247999999999982e-01 2.226594000000000143e-02 6.653076000000000079e+01
1.413513999999999882e-01 2.242223999999999953e-02 6.811279000000000394e+01
1.454234000000000082e-01 2.253213999999999911e-02 6.675048999999999921e+01
1.446155000000000079e-01 2.229205999999999896e-02 6.654541000000000395e+01
1.406724000000000030e-01 2.257365999999999887e-02 6.853759999999999764e+01
1.438650999999999958e-01 2.223025000000000001e-02 6.671142999999999290e+01
1.425611999999999990e-01 2.237275000000000028e-02 6.741455000000000553e+01
1.427690000000000070e-01 2.237870000000000137e-02 6.741455000000000553e+01
1.424931000000000114e-01 2.228702999999999934e-02 6.732666000000000395e+01
1.428308000000000078e-01 2.243751999999999899e-02 6.736571999999999605e+01
1.423606000000000038e-01 2.232659000000000032e-02 6.766845999999999606e+01
1.441279000000000032e-01 2.225250999999999965e-02 6.667725000000000080e+01
1.442032000000000036e-01 2.220240000000000061e-02 6.657470999999999606e+01
1.414363999999999899e-01 2.261662999999999868e-02 6.830810999999999922e+01
1.416439999999999921e-01 2.258465999999999946e-02 6.811767999999999290e+01
1.426588000000000023e-01 2.245772000000000046e-02 6.765869000000000710e+01
1.438830000000000109e-01 2.252615000000000173e-02 6.721435999999999922e+01
1.443687999999999916e-01 2.239767999999999967e-02 6.687255999999999290e+01
1.429324999999999901e-01 2.210043000000000077e-02 6.714110999999999763e+01
1.411351000000000133e-01 2.234933000000000058e-02 6.803467000000000553e+01
1.413362999999999980e-01 2.241672999999999930e-02 6.817139000000000237e+01
1.461118999999999890e-01 2.218809000000000059e-02 6.573485999999999763e+01
1.444633999999999918e-01 2.218588000000000157e-02 6.658446999999999605e+01
1.431621999999999895e-01 2.213485000000000105e-02 6.683350000000000080e+01
1.425529000000000102e-01 2.236453999999999873e-02 6.751708999999999605e+01
1.422493999999999981e-01 2.250237999999999891e-02 6.784911999999999921e+01
1.417411000000000088e-01 2.263416999999999860e-02 6.817139000000000237e+01
1.428920999999999941e-01 2.256806999999999910e-02 6.769286999999999921e+01
1.434064999999999923e-01 2.221856999999999999e-02 6.703857000000000710e+01
1.420156999999999947e-01 2.238617999999999858e-02 6.766845999999999606e+01
1.417945999999999929e-01 2.224807000000000173e-02 6.769774999999999920e+01
1.439186000000000076e-01 2.217016000000000125e-02 6.683838000000000079e+01
1.432551999999999992e-01 2.230700999999999865e-02 6.719970999999999606e+01
1.434818999999999956e-01 2.224098000000000047e-02 6.723877000000000237e+01
1.447319999999999995e-01 2.241111999999999965e-02 6.689696999999999605e+01
1.428165999999999880e-01 2.233115999999999921e-02 6.756592000000000553e+01
1.426976000000000078e-01 2.219961000000000156e-02 6.741943000000000552e+01
1.448973000000000066e-01 2.216185999999999851e-02 6.633544999999999447e+01
1.442891000000000035e-01 2.215972000000000081e-02 6.663818000000000552e+01
1.440955999999999904e-01 2.247222000000000108e-02 6.698485999999999763e+01
1.445359999999999978e-01 2.231305999999999914e-02 6.680419999999999447e+01
1.435077999999999909e-01 2.230733999999999842e-02 6.729735999999999763e+01
1.438424000000000091e-01 2.224204000000000112e-02 6.690185999999999922e+01
1.441369999999999874e-01 2.236379999999999965e-02 6.690673999999999921e+01
1.430848999999999871e-01 2.235122000000000150e-02 6.738036999999999921e+01
1.440507000000000037e-01 2.226151999999999992e-02 6.680907999999999447e+01
1.430405999999999900e-01 2.257154999999999925e-02 6.753173999999999921e+01
1.445359999999999978e-01 2.231305999999999914e-02 6.680419999999999447e+01
1.429797999999999902e-01 2.246420999999999835e-02 6.736083999999999605e+01
1.440420000000000034e-01 2.231841999999999854e-02 6.681395999999999447e+01
1.441762000000000044e-01 2.237485000000000168e-02 6.696532999999999447e+01
1.429815999999999865e-01 2.217948000000000142e-02 6.720458999999999605e+01
1.435590999999999950e-01 2.211555000000000118e-02 6.667235999999999763e+01
1.429228999999999916e-01 2.244913999999999937e-02 6.747314000000000078e+01
1.425507000000000024e-01 2.210925000000000043e-02 6.710205000000000553e+01
1.452855000000000119e-01 2.215784000000000156e-02 6.629639000000000237e+01
1.427036000000000138e-01 2.205336000000000102e-02 6.701416000000000395e+01
1.425592999999999999e-01 2.228785999999999962e-02 6.738036999999999921e+01
1.445030999999999954e-01 2.224626999999999855e-02 6.658446999999999605e+01
1.438489000000000018e-01 2.239065000000000152e-02 6.698485999999999763e+01
1.438711000000000018e-01 2.233328999999999870e-02 6.701904000000000394e+01
1.422499999999999876e-01 2.229174000000000086e-02 6.750732000000000710e+01
1.405685999999999880e-01 2.236911000000000108e-02 6.822509999999999764e+01
1.429349000000000036e-01 2.245756000000000141e-02 6.740479000000000553e+01
1.419549999999999979e-01 2.227294999999999969e-02 6.750732000000000710e+01
1.431183000000000038e-01 2.236596000000000070e-02 6.725342000000000553e+01
1.450971000000000066e-01 2.244350999999999985e-02 6.659911999999999921e+01
1.439214000000000049e-01 2.246959000000000109e-02 6.699951000000000079e+01
1.429845999999999895e-01 2.227269999999999944e-02 6.719482000000000710e+01
1.435596000000000094e-01 2.231197999999999862e-02 6.710693000000000552e+01
1.457305999999999879e-01 2.213901999999999884e-02 6.608154000000000394e+01
1.434793000000000041e-01 2.218339000000000075e-02 6.683350000000000080e+01
1.433496999999999966e-01 2.238512999999999961e-02 6.716553000000000395e+01
1.429022000000000070e-01 2.231957000000000038e-02 6.728759999999999764e+01
1.451585999999999987e-01 2.227012999999999909e-02 6.631104000000000553e+01
1.444551000000000029e-01 2.211219999999999852e-02 6.653076000000000079e+01
1.420282999999999962e-01 2.229271000000000030e-02 6.767821999999999605e+01
1.411590000000000067e-01 2.251556000000000043e-02 6.809326000000000079e+01
1.408430999999999989e-01 2.268542000000000128e-02 6.851806999999999448e+01
1.428648999999999891e-01 2.226629999999999929e-02 6.724854000000000553e+01
1.427640000000000020e-01 2.235714999999999925e-02 6.742919999999999447e+01
1.438126000000000126e-01 2.215616999999999934e-02 6.667235999999999763e+01
1.439000000000000001e-01 2.240067999999999920e-02 6.697509999999999764e+01
1.423810000000000076e-01 2.239303999999999947e-02 6.762939000000000078e+01
1.402635000000000132e-01 2.260438000000000031e-02 6.879149999999999920e+01
1.450107999999999953e-01 2.232392999999999877e-02 6.651122999999999763e+01
1.423483000000000109e-01 2.267096000000000042e-02 6.808838000000000079e+01
1.428854999999999986e-01 2.234707000000000013e-02 6.733154000000000394e+01
1.448799000000000059e-01 2.246041000000000010e-02 6.684814000000000078e+01
1.425569999999999893e-01 2.253045999999999868e-02 6.775145999999999447e+01
1.421711999999999976e-01 2.242459999999999939e-02 6.777100000000000080e+01
1.419169000000000125e-01 2.239874000000000032e-02 6.781494000000000710e+01
1.442285000000000095e-01 2.246327000000000046e-02 6.691161999999999921e+01
1.433358000000000132e-01 2.237226000000000145e-02 6.751708999999999605e+01
1.436935000000000018e-01 2.223305999999999893e-02 6.690673999999999921e+01
1.425741000000000092e-01 2.241568000000000033e-02 6.766845999999999606e+01
1.421333999999999931e-01 2.229093000000000047e-02 6.732178000000000395e+01
1.418063999999999991e-01 2.240421999999999900e-02 6.784911999999999921e+01
1.442125999999999963e-01 2.224231999999999945e-02 6.677002000000000237e+01
1.412026000000000114e-01 2.259923999999999961e-02 6.820068000000000552e+01
1.438398999999999928e-01 2.232088000000000128e-02 6.718505999999999290e+01
1.423327000000000064e-01 2.222040999999999947e-02 6.743407999999999447e+01
1.421038000000000023e-01 2.254826999999999873e-02 6.781005999999999290e+01
1.429883000000000126e-01 2.221555999999999878e-02 6.722411999999999921e+01
1.445630999999999999e-01 2.220226000000000144e-02 6.665282999999999447e+01
1.421208999999999945e-01 2.233747000000000163e-02 6.768310999999999922e+01
1.447655999999999943e-01 2.213383999999999838e-02 6.633544999999999447e+01
1.424688000000000065e-01 2.263174000000000088e-02 6.789794999999999447e+01
1.440423999999999871e-01 2.224558999999999911e-02 6.687255999999999290e+01
1.440781999999999896e-01 2.225600000000000148e-02 6.693115000000000236e+01
1.420282999999999962e-01 2.229271000000000030e-02 6.767821999999999605e+01
1.431147999999999865e-01 2.255390999999999993e-02 6.755127000000000237e+01
1.436176999999999870e-01 2.247278999999999943e-02 6.715576000000000079e+01
1.427901000000000031e-01 2.250032999999999894e-02 6.773681999999999448e+01
1.431720999999999966e-01 2.233140999999999946e-02 6.730225000000000080e+01
1.425680000000000003e-01 2.245404999999999970e-02 6.760985999999999763e+01
1.444768999999999914e-01 2.237950000000000009e-02 6.682860999999999763e+01
1.424745000000000039e-01 2.263721999999999956e-02 6.796630999999999290e+01
1.442348999999999992e-01 2.228652999999999884e-02 6.680419999999999447e+01
1.435468000000000022e-01 2.237774999999999834e-02 6.725342000000000553e+01
1.447765000000000024e-01 2.214827999999999936e-02 6.645264000000000237e+01
1.451767999999999947e-01 2.221064000000000024e-02 6.645752000000000237e+01
1.447516000000000080e-01 2.240320999999999979e-02 6.671142999999999290e+01
1.444807999999999926e-01 2.212797999999999848e-02 6.646729000000000553e+01
1.418216999999999950e-01 2.262480999999999867e-02 6.820556999999999448e+01
1.425823999999999980e-01 2.213897000000000087e-02 6.713134999999999764e+01
1.468901999999999985e-01 2.190481999999999846e-02 6.532958999999999605e+01
1.412775000000000003e-01 2.250397000000000161e-02 6.804443000000000552e+01
1.431823999999999875e-01 2.236869000000000010e-02 6.728270999999999447e+01
1.399033000000000082e-01 2.252575999999999884e-02 6.871826000000000079e+01
1.441602999999999912e-01 2.234105999999999939e-02 6.690673999999999921e+01
1.436787999999999954e-01 2.216892999999999989e-02 6.695068000000000552e+01
1.433264999999999956e-01 2.222261999999999849e-02 6.706298999999999921e+01
1.432095999999999925e-01 2.245598000000000039e-02 6.726806999999999448e+01
1.449567999999999968e-01 2.218484000000000081e-02 6.622314000000000078e+01
1.403687999999999880e-01 2.236416999999999919e-02 6.825928000000000395e+01
1.414445000000000008e-01 2.246646000000000060e-02 6.798583999999999605e+01
1.448919999999999930e-01 2.228685000000000041e-02 6.653076000000000079e+01
1.410858999999999863e-01 2.255508999999999986e-02 6.834717000000000553e+01
1.429831000000000019e-01 2.233233000000000093e-02 6.732666000000000395e+01
1.438058999999999865e-01 2.227584000000000161e-02 6.702392999999999290e+01
1.442010999999999987e-01 2.228928999999999980e-02 6.679931999999999448e+01
1.454669000000000101e-01 2.226991999999999861e-02 6.619384999999999764e+01
1.437890000000000001e-01 2.239707000000000156e-02 6.712645999999999447e+01
1.443360999999999950e-01 2.238338000000000133e-02 6.696044999999999447e+01
1.442876999999999910e-01 2.227016000000000065e-02 6.681884999999999764e+01
1.445279999999999898e-01 2.232835000000000028e-02 6.675048999999999921e+01
1.443360999999999950e-01 2.238338000000000133e-02 6.696044999999999447e+01
1.443697999999999926e-01 2.225248999999999977e-02 6.662842000000000553e+01
1.426798999999999984e-01 2.222377999999999854e-02 6.730225000000000080e+01
1.442838999999999927e-01 2.215044999999999861e-02 6.659911999999999921e+01
1.408087000000000089e-01 2.252985000000000057e-02 6.841553000000000395e+01
1.431054999999999966e-01 2.245760000000000117e-02 6.745360999999999763e+01
1.430416999999999939e-01 2.237387999999999877e-02 6.731689000000000078e+01
1.429610000000000047e-01 2.246437999999999907e-02 6.761963000000000079e+01
1.442838999999999927e-01 2.215044999999999861e-02 6.659911999999999921e+01
1.444191999999999976e-01 2.211917999999999870e-02 6.656494000000000710e+01
1.431147999999999865e-01 2.255390999999999993e-02 6.755127000000000237e+01
1.460416999999999965e-01 2.225966000000000056e-02 6.590088000000000079e+01
1.419594999999999885e-01 2.257481000000000071e-02 6.805907999999999447e+01
1.432926999999999951e-01 2.221740999999999994e-02 6.716553000000000395e+01
1.419500999999999957e-01 2.247243000000000157e-02 6.778076000000000079e+01
1.406635999999999997e-01 2.251745999999999956e-02 6.837157999999999447e+01
1.409111000000000113e-01 2.254451999999999845e-02 6.839600000000000080e+01
1.402984999999999927e-01 2.262828000000000062e-02 6.866943000000000552e+01
1.434042000000000094e-01 2.204348000000000071e-02 6.682372999999999763e+01
1.427398000000000000e-01 2.245878999999999931e-02 6.756592000000000553e+01
1.431077000000000043e-01 2.229700999999999905e-02 6.716553000000000395e+01
1.411476000000000119e-01 2.269791000000000170e-02 6.863524999999999920e+01
1.409590000000000010e-01 2.257655999999999899e-02 6.860595999999999606e+01
1.451459999999999972e-01 2.245880000000000098e-02 6.654541000000000395e+01
1.437628999999999990e-01 2.241042999999999855e-02 6.718505999999999290e+01
1.442055999999999893e-01 2.236072999999999880e-02 6.693115000000000236e+01
1.429862000000000077e-01 2.255835000000000132e-02 6.764404000000000394e+01
1.411096000000000017e-01 2.270207999999999948e-02 6.865967000000000553e+01
1.399764000000000008e-01 2.272756999999999902e-02 6.901122999999999763e+01
1.410551999999999917e-01 2.236033000000000118e-02 6.797119000000000710e+01
1.428458999999999979e-01 2.249127999999999891e-02 6.773681999999999448e+01
1.426783000000000079e-01 2.224991000000000121e-02 6.739990000000000236e+01
1.455152999999999863e-01 2.226097999999999966e-02 6.618407999999999447e+01
1.428926000000000085e-01 2.246700999999999906e-02 6.750244000000000710e+01
1.420247000000000037e-01 2.247435000000000058e-02 6.786865000000000236e+01
1.422534000000000021e-01 2.233256000000000130e-02 6.771729000000000553e+01
1.436252000000000084e-01 2.239587999999999995e-02 6.714110999999999763e+01
1.442792999999999992e-01 2.243068000000000145e-02 6.710693000000000552e+01
1.440574000000000021e-01 2.234128000000000155e-02 6.697509999999999764e+01
1.426186000000000120e-01 2.246638999999999928e-02 6.754149999999999920e+01
1.434584999999999888e-01 2.229756000000000099e-02 6.702392999999999290e+01
1.432597999999999927e-01 2.238880000000000037e-02 6.721923999999999921e+01
1.437322000000000044e-01 2.245323000000000110e-02 6.726318000000000552e+01
1.425543999999999978e-01 2.214011000000000104e-02 6.739990000000000236e+01
1.402539999999999898e-01 2.250829999999999845e-02 6.860107000000000710e+01
1.437398000000000009e-01 2.197498000000000160e-02 6.656005999999999290e+01
1.427863000000000049e-01 2.238524999999999890e-02 6.741455000000000553e+01
1.430794999999999983e-01 2.215320999999999957e-02 6.691161999999999921e+01
1.436925000000000008e-01 2.202116000000000143e-02 6.661377000000000237e+01
1.420828000000000091e-01 2.255383000000000041e-02 6.788818000000000552e+01
1.434626999999999986e-01 2.239278999999999922e-02 6.726318000000000552e+01
1.439531000000000005e-01 2.231669999999999834e-02 6.711181999999999448e+01
1.429781999999999997e-01 2.217906999999999865e-02 6.720458999999999605e+01
1.421560000000000046e-01 2.225246999999999989e-02 6.744384999999999764e+01
1.432337999999999945e-01 2.244588999999999959e-02 6.746338000000000079e+01
1.433358000000000132e-01 2.237226000000000145e-02 6.751708999999999605e+01
1.456107000000000096e-01 2.226237000000000008e-02 6.618407999999999447e+01
1.434149999999999869e-01 2.247270999999999991e-02 6.730225000000000080e+01
1.408027000000000029e-01 2.252873999999999849e-02 6.850342000000000553e+01
1.444522000000000028e-01 2.211335999999999857e-02 6.654541000000000395e+01
1.408665000000000056e-01 2.225635000000000113e-02 6.800048999999999921e+01
1.427456000000000003e-01 2.255866000000000121e-02 6.766357000000000710e+01
1.407928999999999986e-01 2.257643000000000150e-02 6.861083999999999605e+01
1.432090000000000030e-01 2.251645999999999856e-02 6.756104000000000553e+01
1.427469000000000099e-01 2.231808000000000056e-02 6.730713000000000079e+01
1.439836999999999922e-01 2.238857000000000000e-02 6.704345999999999606e+01
1.419549999999999979e-01 2.227294999999999969e-02 6.750732000000000710e+01
1.431144000000000027e-01 2.229267999999999875e-02 6.718505999999999290e+01
1.432634999999999881e-01 2.226792000000000007e-02 6.720946999999999605e+01
1.440688999999999997e-01 2.213773999999999950e-02 6.659911999999999921e+01
1.438398999999999928e-01 2.232088000000000128e-02 6.718505999999999290e+01
1.428118999999999916e-01 2.250829999999999845e-02 6.748291000000000395e+01
1.417437000000000002e-01 2.262592999999999896e-02 6.832274999999999920e+01
1.440879999999999939e-01 2.233987000000000125e-02 6.690185999999999922e+01
1.424081000000000097e-01 2.243650999999999979e-02 6.772217000000000553e+01
1.433860000000000134e-01 2.216995999999999897e-02 6.690185999999999922e+01
1.421916000000000013e-01 2.234527000000000041e-02 6.773193000000000552e+01
1.422424999999999939e-01 2.213963000000000042e-02 6.744384999999999764e+01
1.421100999999999892e-01 2.256845000000000032e-02 6.794678000000000395e+01
1.419789999999999941e-01 2.266338000000000033e-02 6.815673999999999921e+01
1.405711000000000044e-01 2.250053999999999943e-02 6.852782999999999447e+01
1.427756000000000025e-01 2.255114000000000077e-02 6.763916000000000395e+01
1.432660000000000045e-01 2.235898000000000052e-02 6.730225000000000080e+01
1.429816999999999894e-01 2.236561000000000105e-02 6.728759999999999764e+01
1.431482000000000032e-01 2.239994999999999833e-02 6.723389000000000237e+01
1.434513000000000038e-01 2.231409999999999991e-02 6.720458999999999605e+01
1.434856999999999938e-01 2.239922999999999914e-02 6.712157999999999447e+01
1.420282999999999962e-01 2.229271000000000030e-02 6.767821999999999605e+01
1.439191999999999971e-01 2.227376999999999829e-02 6.693115000000000236e+01
1.459007999999999972e-01 2.215320999999999957e-02 6.598389000000000237e+01
1.437322000000000044e-01 2.245323000000000110e-02 6.726318000000000552e+01
1.428995999999999877e-01 2.240096999999999922e-02 6.728270999999999447e+01
1.444203000000000015e-01 2.239433000000000049e-02 6.688720999999999606e+01
1.418548000000000031e-01 2.256201000000000040e-02 6.791259999999999764e+01
1.433886000000000049e-01 2.211093999999999907e-02 6.683350000000000080e+01
1.438716999999999913e-01 2.219811999999999827e-02 6.691161999999999921e+01
1.445578999999999892e-01 2.261360000000000106e-02 6.717041000000000395e+01
1.427044000000000090e-01 2.231433999999999848e-02 6.737060999999999922e+01
1.444695000000000007e-01 2.249895000000000020e-02 6.696044999999999447e+01
1.432382000000000100e-01 2.227074000000000067e-02 6.711669999999999447e+01
1.426276999999999961e-01 2.239715000000000109e-02 6.765869000000000710e+01
1.413493999999999862e-01 2.225047999999999956e-02 6.777100000000000080e+01
1.426323999999999925e-01 2.233484999999999984e-02 6.741943000000000552e+01
1.462478999999999862e-01 2.212541000000000160e-02 6.570068000000000552e+01
1.434409000000000101e-01 2.239794000000000160e-02 6.725830000000000553e+01
1.426276999999999961e-01 2.239715000000000109e-02 6.765869000000000710e+01
1.422209000000000112e-01 2.241618000000000083e-02 6.773193000000000552e+01
1.423984000000000083e-01 2.245404000000000150e-02 6.766357000000000710e+01
1.419923999999999908e-01 2.235913000000000136e-02 6.763916000000000395e+01
1.441169999999999951e-01 2.252759999999999832e-02 6.712645999999999447e+01
1.423129999999999951e-01 2.235130000000000103e-02 6.749755999999999290e+01
1.426680999999999921e-01 2.247392000000000140e-02 6.758056999999999448e+01
1.423359999999999903e-01 2.237878000000000089e-02 6.749267999999999290e+01
1.401025999999999938e-01 2.257061999999999957e-02 6.857178000000000395e+01
1.428036000000000028e-01 2.246799000000000018e-02 6.762939000000000078e+01
1.422607999999999928e-01 2.238501000000000032e-02 6.767821999999999605e+01
1.437628999999999990e-01 2.241042999999999855e-02 6.718505999999999290e+01
1.428265999999999980e-01 2.233301000000000036e-02 6.737548999999999921e+01
1.428366000000000080e-01 2.193780999999999856e-02 6.683350000000000080e+01
1.410858999999999863e-01 2.255508999999999986e-02 6.834717000000000553e+01
1.439452999999999983e-01 2.239222000000000087e-02 6.714600000000000080e+01
1.399891000000000052e-01 2.272145999999999888e-02 6.905029000000000394e+01
1.448888000000000120e-01 2.222435000000000035e-02 6.644286999999999921e+01
1.393680999999999948e-01 2.248044000000000084e-02 6.879639000000000237e+01
1.418281999999999876e-01 2.233860999999999833e-02 6.775145999999999447e+01
1.416126000000000051e-01 2.228822999999999915e-02 6.782470999999999606e+01
1.410299000000000136e-01 2.233005000000000059e-02 6.790282999999999447e+01
1.440173999999999899e-01 2.247381000000000031e-02 6.709229000000000553e+01
1.430054000000000047e-01 2.209697000000000050e-02 6.703857000000000710e+01
1.421849000000000030e-01 2.227952000000000057e-02 6.764892999999999290e+01
1.419013000000000080e-01 2.242281000000000135e-02 6.783935999999999922e+01
1.429831000000000019e-01 2.233233000000000093e-02 6.732666000000000395e+01
1.451767999999999947e-01 2.221064000000000024e-02 6.645752000000000237e+01
