# omegamh2 omegabh2 H0
1.441327000000000025e-01 2.222207000000000002e-02 6.679443000000000552e+01
1.444364999999999954e-01 2.244078000000000045e-02 6.695556999999999448e+01
1.431021000000000098e-01 2.209523000000000043e-02 6.699463000000000079e+01
1.431427999999999867e-01 2.236954999999999846e-02 6.718994000000000710e+01
1.408027000000000029e-01 2.252873999999999849e-02 6.850342000000000553e+01
1.443619999999999903e-01 2.239150999999999989e-02 6.690185999999999922e+01
1.414295000000000135e-01 2.236217999999999886e-02 6.812255999999999290e+01
1.437873000000000068e-01 2.236004999999999937e-02 6.712157999999999447e+01
1.446415000000000062e-01 2.219958000000000001e-02 6.661865000000000236e+01
1.436616000000000004e-01 2.218045999999999907e-02 6.697020999999999447e+01
1.437817000000000123e-01 2.247143000000000057e-02 6.718017999999999290e+01
1.402565000000000062e-01 2.250591999999999870e-02 6.859619000000000710e+01
1.440405999999999909e-01 2.266877000000000128e-02 6.730713000000000079e+01
1.415115000000000123e-01 2.227795000000000122e-02 6.776610999999999763e+01
1.453833999999999960e-01 2.219530000000000114e-02 6.620360999999999763e+01
1.442606999999999917e-01 2.217643000000000045e-02 6.673095999999999606e+01
1.438338000000000116e-01 2.246031000000000069e-02 6.721923999999999921e+01
1.444400999999999879e-01 2.232726999999999976e-02 6.683350000000000080e+01
1.438992000000000049e-01 2.228868000000000169e-02 6.684814000000000078e+01
1.422266000000000086e-01 2.237940999999999889e-02 6.771729000000000553e+01
1.427205000000000001e-01 2.238404000000000088e-02 6.766845999999999606e+01
1.437202999999999953e-01 2.227113000000000009e-02 6.705321999999999605e+01
1.422915999999999903e-01 2.232705999999999927e-02 6.753173999999999921e+01
1.424692999999999932e-01 2.239531000000000160e-02 6.772217000000000553e+01
1.437452999999999925e-01 2.249231999999999967e-02 6.726318000000000552e+01
1.439053999999999889e-01 2.233421999999999838e-02 6.703369000000000710e+01
1.401934999999999987e-01 2.266185000000000074e-02 6.871826000000000079e+01
1.434071000000000096e-01 2.224980000000000013e-02 6.720458999999999605e+01
1.444788999999999934e-01 2.234291000000000055e-02 6.676024999999999920e+01
1.421598000000000028e-01 2.246514000000000150e-02 6.783446999999999605e+01
1.423951999999999996e-01 2.267341000000000148e-02 6.800048999999999921e+01
1.420263999999999971e-01 2.239541999999999922e-02 6.760985999999999763e+01
1.449602000000000113e-01 2.223587999999999953e-02 6.625244000000000710e+01
1.429812000000000027e-01 2.234958000000000083e-02 6.739014000000000237e+01
1.429382999999999904e-01 2.237441999999999903e-02 6.750244000000000710e+01
1.425462000000000118e-01 2.253617999999999941e-02 6.779053000000000395e+01
1.428916000000000075e-01 2.245358999999999897e-02 6.749267999999999290e+01
1.458807000000000020e-01 2.234585999999999864e-02 6.622803000000000395e+01
1.421196999999999877e-01 2.239425000000000096e-02 6.774657999999999447e+01
1.423852999999999924e-01 2.242001999999999884e-02 6.778564000000000078e+01
1.444349000000000049e-01 2.257750000000000035e-02 6.702392999999999290e+01
1.435308999999999890e-01 2.232908999999999936e-02 6.718017999999999290e+01
1.425263999999999975e-01 2.241063000000000083e-02 6.756104000000000553e+01
1.429852000000000067e-01 2.224869999999999973e-02 6.727782999999999447e+01
1.445455999999999963e-01 2.237897000000000150e-02 6.672607000000000710e+01
1.430673000000000084e-01 2.211137999999999992e-02 6.702392999999999290e+01
1.441572000000000131e-01 2.215282999999999836e-02 6.660889000000000237e+01
1.442061000000000037e-01 2.224082000000000142e-02 6.667725000000000080e+01
1.441743000000000052e-01 2.236105000000000037e-02 6.684814000000000078e+01
1.436663999999999997e-01 2.209020999999999901e-02 6.680419999999999447e+01
1.432306999999999886e-01 2.208525999999999892e-02 6.686279000000000394e+01
1.460137999999999991e-01 2.212071999999999997e-02 6.595946999999999605e+01
1.463725999999999916e-01 2.221553999999999890e-02 6.584717000000000553e+01
1.443231000000000097e-01 2.236998999999999932e-02 6.682372999999999763e+01
1.435337999999999892e-01 2.223096000000000100e-02 6.692627000000000237e+01
1.401654999999999984e-01 2.269115000000000021e-02 6.869384999999999764e+01
1.427970000000000073e-01 2.234565999999999983e-02 6.745850000000000080e+01
1.450049999999999950e-01 2.205775999999999917e-02 6.631104000000000553e+01
1.407772999999999941e-01 2.265922000000000075e-02 6.870360999999999763e+01
1.432551999999999992e-01 2.230700999999999865e-02 6.719970999999999606e+01
1.440343000000000040e-01 2.204949999999999966e-02 6.649657999999999447e+01
1.418813999999999909e-01 2.248077000000000061e-02 6.787842000000000553e+01
1.414655999999999969e-01 2.224401000000000156e-02 6.774169999999999447e+01
1.414439000000000113e-01 2.249403999999999987e-02 6.801024999999999920e+01
1.438383000000000023e-01 2.247394000000000128e-02 6.728270999999999447e+01
1.442080000000000028e-01 2.238992000000000065e-02 6.702392999999999290e+01
1.419922999999999880e-01 2.254567000000000029e-02 6.794678000000000395e+01
1.450405999999999918e-01 2.222342000000000067e-02 6.633544999999999447e+01
1.431168999999999913e-01 2.237990999999999939e-02 6.719482000000000710e+01
1.421895999999999993e-01 2.209283000000000080e-02 6.737548999999999921e+01
1.454528999999999961e-01 2.206123999999999932e-02 6.605713000000000079e+01
1.430828000000000100e-01 2.233452999999999827e-02 6.730225000000000080e+01
1.432926999999999951e-01 2.221740999999999994e-02 6.716553000000000395e+01
1.425357999999999903e-01 2.264321000000000042e-02 6.787842000000000553e+01
1.427380000000000038e-01 2.233341000000000146e-02 6.736083999999999605e+01
1.426572999999999869e-01 2.239125999999999964e-02 6.755127000000000237e+01
1.442032000000000036e-01 2.220240000000000061e-02 6.657470999999999606e+01
1.442409000000000052e-01 2.244915999999999925e-02 6.700439000000000078e+01
1.416414000000000006e-01 2.246880000000000058e-02 6.806884999999999764e+01
1.432467000000000046e-01 2.201888000000000109e-02 6.697020999999999447e+01
1.464816999999999925e-01 2.208026999999999906e-02 6.574463000000000079e+01
1.434712999999999961e-01 2.247294000000000028e-02 6.725830000000000553e+01
1.426466999999999874e-01 2.232448999999999892e-02 6.729247999999999763e+01
1.445830999999999922e-01 2.224641999999999939e-02 6.640869000000000710e+01
1.427939000000000014e-01 2.211965999999999932e-02 6.706298999999999921e+01
1.433860000000000134e-01 2.216995999999999897e-02 6.690185999999999922e+01
1.426960999999999924e-01 2.246727999999999920e-02 6.754639000000000237e+01
1.425397999999999943e-01 2.237354999999999899e-02 6.745360999999999763e+01
1.441951999999999956e-01 2.240549999999999833e-02 6.693115000000000236e+01
1.432351000000000041e-01 2.224622999999999878e-02 6.702880999999999290e+01
1.450750000000000095e-01 2.218095000000000136e-02 6.624267999999999290e+01
1.403473000000000082e-01 2.250094000000000052e-02 6.841064000000000078e+01
1.449091999999999880e-01 2.228130999999999862e-02 6.659423999999999921e+01
1.424730999999999914e-01 2.240999000000000116e-02 6.757568000000000552e+01
1.423814999999999942e-01 2.255793999999999855e-02 6.789794999999999447e+01
1.443993000000000082e-01 2.246356999999999868e-02 6.707764000000000237e+01
1.442742999999999942e-01 2.214740999999999932e-02 6.656494000000000710e+01
1.411573000000000133e-01 2.248280999999999891e-02 6.823975000000000080e+01
1.442623000000000100e-01 2.244805000000000064e-02 6.699463000000000079e+01
1.423204000000000136e-01 2.242103000000000151e-02 6.778564000000000078e+01
1.448019999999999863e-01 2.213810000000000083e-02 6.641357000000000710e+01
1.406435000000000046e-01 2.265348999999999835e-02 6.868895999999999447e+01
1.437454999999999983e-01 2.237035999999999886e-02 6.698485999999999763e+01
1.436668999999999863e-01 2.240073000000000064e-02 6.726318000000000552e+01
1.444677000000000044e-01 2.224459999999999979e-02 6.669189000000000078e+01
1.428537000000000001e-01 2.230483999999999939e-02 6.727782999999999447e+01
1.402565000000000062e-01 2.250591999999999870e-02 6.859619000000000710e+01
1.446501000000000037e-01 2.221077000000000121e-02 6.655029000000000394e+01
1.431001000000000078e-01 2.246920000000000167e-02 6.758544999999999447e+01
1.414282000000000039e-01 2.237431000000000142e-02 6.809326000000000079e+01
1.454166000000000070e-01 2.241771999999999862e-02 6.657470999999999606e+01
1.436617000000000033e-01 2.227321000000000162e-02 6.705321999999999605e+01
1.419780999999999960e-01 2.231866999999999879e-02 6.760009999999999764e+01
1.426680999999999921e-01 2.247392000000000140e-02 6.758056999999999448e+01
1.421624999999999972e-01 2.238325000000000037e-02 6.771729000000000553e+01
1.432258999999999893e-01 2.232755000000000156e-02 6.729735999999999763e+01
1.427055000000000129e-01 2.226656999999999942e-02 6.733642999999999290e+01
1.434298999999999991e-01 2.228242999999999890e-02 6.719482000000000710e+01
1.431930999999999898e-01 2.213568000000000133e-02 6.684814000000000078e+01
1.448692000000000035e-01 2.230895000000000100e-02 6.657470999999999606e+01
1.444645999999999986e-01 2.221856999999999999e-02 6.670166000000000395e+01
1.428791000000000089e-01 2.248454999999999898e-02 6.749267999999999290e+01
1.443851999999999913e-01 2.236455999999999861e-02 6.662354000000000553e+01
1.428366000000000080e-01 2.221690999999999944e-02 6.705810999999999922e+01
1.414761999999999964e-01 2.254957000000000142e-02 6.821044999999999447e+01
1.409590000000000010e-01 2.257655999999999899e-02 6.860595999999999606e+01
1.421187999999999896e-01 2.233740000000000031e-02 6.763916000000000395e+01
1.427702000000000138e-01 2.225451000000000165e-02 6.729247999999999763e+01
1.424799999999999955e-01 2.226590000000000166e-02 6.751708999999999605e+01
1.427385999999999933e-01 2.219420999999999894e-02 6.739990000000000236e+01
1.422135999999999956e-01 2.264996000000000023e-02 6.790770999999999447e+01
1.419554000000000094e-01 2.244501000000000135e-02 6.786377000000000237e+01
1.429126000000000007e-01 2.229352999999999890e-02 6.733154000000000394e+01
1.438182000000000071e-01 2.215713000000000057e-02 6.662842000000000553e+01
1.441776999999999920e-01 2.224322999999999925e-02 6.689208999999999605e+01
1.425178000000000000e-01 2.246481999999999993e-02 6.776610999999999763e+01
1.423204000000000136e-01 2.242103000000000151e-02 6.778564000000000078e+01
1.431231000000000031e-01 2.246994999999999895e-02 6.745850000000000080e+01
1.426643999999999968e-01 2.226237999999999828e-02 6.734619000000000710e+01
1.420986999999999945e-01 2.255029999999999882e-02 6.795166000000000395e+01
1.442273000000000027e-01 2.213572999999999930e-02 6.669678000000000395e+01
1.424178000000000111e-01 2.220097000000000043e-02 6.739990000000000236e+01
1.435038999999999898e-01 2.230684000000000139e-02 6.691649999999999920e+01
1.429845999999999895e-01 2.227269999999999944e-02 6.719482000000000710e+01
1.438174000000000119e-01 2.235557999999999990e-02 6.704833999999999605e+01
1.436030000000000084e-01 2.227511999999999895e-02 6.698485999999999763e+01
1.415472999999999870e-01 2.247464000000000059e-02 6.814696999999999605e+01
1.439786000000000121e-01 2.209457999999999908e-02 6.660399999999999920e+01
1.426059000000000077e-01 2.262333999999999873e-02 6.773193000000000552e+01
1.425796000000000008e-01 2.255133000000000137e-02 6.768798999999999921e+01
1.435521999999999909e-01 2.235374999999999862e-02 6.704345999999999606e+01
1.435331999999999997e-01 2.225185999999999831e-02 6.708252000000000237e+01
1.440204999999999957e-01 2.228302000000000060e-02 6.681395999999999447e+01
1.409584999999999866e-01 2.242875000000000077e-02 6.806884999999999764e+01
1.437916999999999945e-01 2.234028999999999876e-02 6.717529000000000394e+01
1.456107000000000096e-01 2.226237000000000008e-02 6.618407999999999447e+01
1.420112000000000041e-01 2.224659000000000011e-02 6.753173999999999921e+01
1.440995999999999944e-01 2.238216000000000164e-02 6.704345999999999606e+01
1.403088999999999864e-01 2.264286999999999897e-02 6.859619000000000710e+01
1.428104000000000040e-01 2.231112000000000026e-02 6.749267999999999290e+01
1.430620999999999976e-01 2.230004999999999835e-02 6.723389000000000237e+01
1.443406999999999885e-01 2.221520000000000092e-02 6.651122999999999763e+01
1.434584999999999888e-01 2.229756000000000099e-02 6.702392999999999290e+01
1.443697999999999926e-01 2.225248999999999977e-02 6.662842000000000553e+01
1.435501000000000138e-01 2.238677999999999849e-02 6.726806999999999448e+01
1.439895999999999954e-01 2.220864999999999992e-02 6.680907999999999447e+01
1.424137000000000042e-01 2.244116000000000166e-02 6.766845999999999606e+01
1.450179000000000051e-01 2.218900000000000039e-02 6.632568000000000552e+01
1.427164999999999961e-01 2.241090000000000096e-02 6.759032999999999447e+01
1.420156999999999947e-01 2.238617999999999858e-02 6.766845999999999606e+01
1.443619999999999903e-01 2.239150999999999989e-02 6.690185999999999922e+01
1.422899999999999998e-01 2.246118999999999893e-02 6.767333999999999605e+01
1.423762000000000083e-01 2.232046000000000030e-02 6.747803000000000395e+01
1.453744999999999898e-01 2.226757999999999862e-02 6.616455000000000553e+01
1.448601999999999945e-01 2.254130999999999843e-02 6.688232000000000710e+01
1.446155000000000079e-01 2.229205999999999896e-02 6.654541000000000395e+01
1.425520000000000120e-01 2.216635000000000133e-02 6.720946999999999605e+01
1.421067000000000025e-01 2.221160999999999969e-02 6.773681999999999448e+01
1.436006999999999978e-01 2.241852000000000081e-02 6.731689000000000078e+01
1.429286999999999919e-01 2.230893000000000112e-02 6.714600000000000080e+01
1.431552000000000102e-01 2.233610999999999930e-02 6.708252000000000237e+01
1.418883999999999979e-01 2.226476000000000149e-02 6.757080000000000553e+01
1.399033000000000082e-01 2.252575999999999884e-02 6.871826000000000079e+01
1.439838999999999980e-01 2.217883999999999828e-02 6.674560999999999922e+01
1.427649000000000001e-01 2.259811000000000111e-02 6.772705000000000553e+01
1.422674999999999912e-01 2.201936000000000171e-02 6.724854000000000553e+01
1.412703999999999904e-01 2.249338000000000032e-02 6.818604000000000553e+01
1.424852000000000063e-01 2.254600000000000007e-02 6.792235999999999763e+01
1.434786999999999868e-01 2.243266999999999831e-02 6.723389000000000237e+01
1.444336999999999982e-01 2.243024000000000059e-02 6.681395999999999447e+01
1.423882999999999954e-01 2.228760000000000116e-02 6.738524999999999920e+01
